carat,cut,color,clarity,depth,table,x,y,z,price
1.6,2,4,5,61.2,57.0,7.57,7.5,4.61,8709
0.23,4,3,5,62.8,53.0,3.91,3.93,2.46,369
1.01,4,5,3,62.2,59.0,6.36,6.41,3.97,5000
1.51,0,4,2,65.4,59.0,7.17,7.11,4.67,9386
1.39,3,3,2,61.3,59.0,7.24,7.15,4.41,7991
0.4,2,2,4,61.3,56.0,4.76,4.73,2.91,1050
1.04,1,2,3,64.0,60.0,6.38,6.33,4.07,3581
1.04,2,3,4,60.7,55.0,6.57,6.61,4.0,7655
0.35,2,5,1,62.5,55.0,4.52,4.54,2.83,737
0.42,3,4,6,60.9,62.0,4.86,4.8,2.94,1096
0.25,4,1,6,62.9,58.0,4.01,4.03,2.53,576
0.32,2,5,4,61.7,55.6,4.41,4.43,2.73,529
0.71,1,6,5,63.8,58.0,5.61,5.58,3.57,1774
0.4,2,6,2,61.6,56.0,4.72,4.77,2.93,612
1.95,4,4,2,62.9,58.0,7.86,7.94,4.97,14603
1.01,3,5,3,62.6,58.0,6.43,6.38,4.01,3818
1.51,1,1,2,62.8,59.0,7.16,7.2,4.51,11487
0.41,2,3,7,61.8,56.0,4.78,4.74,2.94,1076
0.39,2,2,4,61.3,56.0,4.7,4.72,2.89,902
1.02,4,6,3,62.6,60.0,6.39,6.42,4.01,3534
2.01,3,5,5,60.5,60.0,8.15,8.17,4.94,16626
0.7,4,3,4,60.5,62.0,5.72,5.76,3.47,2287
1.02,1,1,5,63.2,60.0,6.29,6.34,3.99,6462
1.01,3,4,2,61.2,58.0,6.47,6.43,3.95,4642
0.57,2,2,7,62.0,55.0,5.31,5.3,3.29,2360
1.2,3,4,2,61.2,57.0,6.91,6.78,4.19,6129
0.27,4,1,2,60.6,57.0,4.19,4.25,2.55,646
0.52,2,1,5,61.5,56.0,5.17,5.14,3.17,1767
1.23,2,5,2,61.8,58.0,6.87,6.91,4.26,6389
0.57,2,2,5,62.1,55.0,5.35,5.31,3.31,1760
0.71,4,5,2,62.0,56.0,5.69,5.72,3.54,2098
1.31,4,4,3,61.7,59.0,6.96,7.01,4.31,6263
1.07,4,1,1,58.6,63.0,6.7,6.79,3.95,11475
1.2,1,5,2,64.4,61.0,6.52,6.59,4.22,5458
1.34,3,4,5,62.3,60.0,7.05,7.02,4.38,7630
1.11,2,0,3,61.6,55.0,6.66,6.62,4.09,5648
1.5,3,0,5,60.2,59.0,7.48,7.36,4.47,15052
0.9,4,0,3,62.5,58.0,6.12,6.16,3.84,3798
0.38,2,2,6,61.9,54.0,4.7,4.67,2.9,1257
1.24,4,1,4,59.9,61.0,6.96,6.99,4.18,10202
1.27,4,6,5,62.7,58.0,6.88,6.91,4.32,5530
0.31,3,3,6,60.5,60.0,4.33,4.4,2.64,816
0.52,1,1,5,63.3,56.0,5.08,5.12,3.23,1554
0.56,2,3,7,62.0,54.0,5.28,5.32,3.29,1949
1.04,3,3,5,62.5,58.0,6.43,6.47,4.03,6177
0.41,2,2,6,62.1,57.0,4.75,4.79,2.96,1295
0.78,4,1,5,61.7,58.0,5.9,5.93,3.65,3334
0.74,4,4,4,61.4,56.0,5.81,5.84,3.57,2956
0.5,2,4,1,62.4,54.0,5.1,5.13,3.19,1844
3.01,3,5,0,62.7,58.0,9.1,8.97,5.67,8040
0.75,4,2,2,63.5,56.0,5.75,5.71,3.64,2372
0.3,2,1,5,62.4,57.0,4.29,4.33,2.69,658
0.56,2,1,4,61.7,57.0,5.3,5.32,3.27,2075
1.0,3,4,2,61.5,58.0,6.37,6.45,3.94,4702
0.71,2,5,5,62.2,55.0,5.71,5.73,3.56,2681
1.23,3,5,2,59.6,60.0,6.96,6.93,4.14,5648
0.35,3,6,4,62.4,58.0,5.67,5.64,3.53,949
0.31,3,2,6,59.9,59.0,4.45,4.43,2.66,940
0.53,3,0,4,60.0,61.0,5.3,5.26,3.17,2147
0.52,2,0,4,62.1,57.0,5.13,5.2,3.21,1914
0.61,2,6,6,60.9,56.0,5.45,5.51,3.34,1692
0.73,3,3,2,62.0,58.0,5.75,5.8,3.58,2163
0.5,3,2,7,60.9,58.0,5.13,5.09,3.11,2016
0.54,4,0,2,62.1,56.0,5.22,5.25,3.25,1662
0.79,3,6,2,59.1,57.0,6.08,6.06,3.59,2199
1.11,2,1,2,61.1,57.0,6.64,6.72,4.08,6800
0.71,2,3,6,61.2,56.0,5.75,5.81,3.54,4015
0.43,2,5,5,62.0,55.0,4.84,4.87,3.01,716
0.9,4,4,3,62.3,61.0,6.15,6.17,3.84,3481
1.0,3,4,3,61.0,61.0,6.31,6.27,3.84,3864
0.32,2,0,7,61.6,54.0,4.41,4.46,2.73,809
1.54,2,3,0,61.6,55.0,7.43,7.4,4.57,6299
2.2,3,5,3,62.4,55.0,8.41,8.34,5.23,16190
1.52,3,2,5,59.4,55.0,7.52,7.46,4.45,14388
0.33,3,2,5,62.2,58.0,4.43,4.44,2.76,666
1.52,3,3,4,61.2,60.0,7.37,7.4,4.52,14293
0.31,3,5,2,60.7,58.0,4.42,4.38,2.67,593
1.1,2,3,2,61.6,56.0,6.62,6.65,4.08,6837
0.32,2,2,5,61.4,57.0,4.4,4.43,2.71,660
2.06,3,4,3,62.6,58.0,8.06,8.03,5.04,12931
1.52,4,2,3,63.1,60.0,7.25,7.21,4.56,7320
0.52,4,1,5,62.8,58.0,5.11,5.14,3.22,1571
0.3,4,4,5,62.5,58.0,4.26,4.28,2.67,473
0.9,1,3,2,65.0,57.0,5.96,6.01,3.89,3615
1.16,2,4,3,62.2,55.7,6.68,6.74,4.18,5260
1.05,4,0,2,59.3,58.0,6.68,6.74,3.98,6063
1.8,3,0,2,61.2,58.0,7.88,7.7,4.79,12338
0.72,4,5,5,62.1,57.5,5.72,5.74,3.57,2326
0.37,2,1,5,61.2,57.0,4.64,4.58,2.82,1041
0.41,4,3,4,58.9,60.0,4.84,4.87,2.86,839
0.34,2,0,2,62.7,56.0,4.48,4.45,2.8,803
1.2,4,0,3,62.6,57.0,6.74,6.84,4.25,5451
1.02,3,1,3,62.9,56.0,6.43,6.36,4.02,4478
0.38,2,1,4,61.9,56.0,4.63,4.67,2.88,1000
1.32,3,3,2,60.6,58.0,7.12,7.06,4.3,7676
1.14,4,0,2,62.7,59.0,6.64,6.67,4.17,6464
0.57,2,3,4,62.3,53.7,5.32,5.35,3.32,1837
1.7,2,4,3,62.1,57.0,7.68,7.63,4.75,7273
1.2,4,3,5,62.0,55.0,6.8,6.84,4.23,7318
1.14,1,0,1,61.7,63.0,6.64,6.74,4.13,17499
0.39,2,5,5,60.8,56.0,4.72,4.75,2.88,698
1.22,2,3,4,62.2,56.0,6.88,6.85,4.27,9292
0.32,2,1,2,61.9,56.0,4.39,4.43,2.73,561
0.4,3,2,2,62.3,57.0,4.74,4.67,2.93,945
0.55,2,0,4,61.5,56.0,5.26,5.28,3.24,1918
1.5,1,4,3,63.4,59.0,7.2,7.25,4.58,7897
0.35,2,0,4,60.1,57.0,4.58,4.61,2.76,862
0.7,3,2,3,62.9,57.0,5.64,5.61,3.53,2184
0.32,2,3,5,61.7,57.0,4.4,4.38,2.71,720
0.51,1,4,5,64.1,54.0,5.02,5.0,3.21,1195
0.38,3,1,6,60.6,59.0,4.65,4.62,2.81,1119
0.74,4,1,3,59.9,59.0,5.93,5.95,3.56,2638
0.52,2,0,5,61.8,57.0,5.2,5.16,3.2,1919
0.75,4,1,2,63.1,56.0,5.78,5.7,3.62,2868
1.01,4,4,2,63.1,59.0,6.34,6.43,4.03,4705
0.34,2,0,2,62.3,57.0,4.48,4.44,2.78,803
0.4,2,3,4,61.4,55.0,4.77,4.78,2.93,1087
1.2,2,3,5,61.9,57.0,6.86,6.83,4.24,7930
0.31,3,3,7,61.8,58.0,4.32,4.36,2.68,707
0.7,2,1,2,62.7,57.0,5.64,5.66,3.54,2614
0.28,1,6,7,58.4,60.0,4.27,4.33,2.51,375
1.51,4,2,5,63.7,60.0,7.2,7.24,4.6,13012
0.52,3,1,5,60.6,58.0,5.23,5.2,3.16,1622
0.71,4,6,4,63.3,55.0,5.66,5.62,3.57,1981
0.82,2,4,5,59.5,57.0,6.12,6.09,3.63,2870
0.55,4,4,6,61.1,57.0,5.26,5.35,3.24,1881
0.31,2,1,7,61.7,56.0,4.37,4.38,2.7,766
0.52,2,3,7,61.5,56.0,5.18,5.2,3.19,1911
0.32,2,4,6,60.4,57.0,4.42,4.46,2.68,730
0.71,2,1,4,62.2,55.0,5.74,5.7,3.56,2866
0.52,2,1,5,61.8,55.0,5.19,5.17,3.2,1815
2.01,3,4,2,61.3,59.0,8.16,8.08,4.98,17849
0.46,2,6,6,62.5,56.0,4.93,4.89,3.07,1018
1.2,2,5,5,63.2,59.0,6.73,6.68,4.24,5699
1.15,1,4,5,63.1,56.0,6.62,6.7,4.2,5646
0.4,2,1,6,61.7,57.0,4.74,4.7,2.91,1397
1.23,4,4,5,60.2,63.0,6.95,6.91,4.17,7177
1.17,2,3,7,61.7,55.0,6.74,6.77,4.17,8947
2.14,3,0,3,59.8,59.0,8.4,8.36,5.01,17127
1.1,2,3,3,62.1,58.0,6.61,6.63,4.11,5361
0.32,2,5,1,61.6,56.0,4.4,4.43,2.72,655
0.71,2,6,2,61.4,56.0,5.75,5.78,3.54,1940
1.01,4,2,5,59.4,61.0,6.48,6.51,3.86,6288
0.3,2,2,5,62.0,55.0,4.33,4.31,2.68,776
1.52,3,1,4,59.9,60.0,7.47,7.39,4.45,16779
1.57,2,3,5,61.7,56.0,7.42,7.49,4.6,14283
0.5,4,2,5,60.6,59.0,5.03,5.13,3.08,1333
0.94,4,1,2,61.8,56.0,6.29,6.33,3.9,4661
2.04,3,3,3,61.3,60.0,8.18,8.13,5.0,12794
0.7,1,1,3,59.7,63.0,5.71,5.78,3.43,2092
0.75,3,3,2,60.9,58.0,5.87,5.83,3.56,2631
0.37,4,3,2,60.0,57.0,4.67,4.7,2.81,551
0.43,4,1,2,63.2,57.0,4.84,4.78,3.04,948
1.57,4,4,2,62.4,58.0,7.39,7.49,4.64,12392
0.33,2,3,5,61.2,55.0,4.46,4.52,2.75,579
1.0,3,5,2,60.5,59.0,6.54,6.49,3.94,4200
1.51,3,1,2,62.6,55.0,7.33,7.25,4.56,11565
2.1,1,4,2,63.7,61.0,8.1,8.07,5.15,12121
1.02,1,3,2,63.6,58.0,6.34,6.39,4.05,4964
0.53,2,0,6,62.1,57.0,5.15,5.18,3.21,3442
0.3,2,2,4,61.5,55.0,4.31,4.34,2.66,612
0.94,2,2,5,61.2,57.0,6.29,6.33,3.86,7120
0.34,2,1,4,62.4,54.0,4.49,4.45,2.79,1060
0.7,2,5,7,62.1,56.0,5.68,5.72,3.54,2367
0.59,2,0,2,61.0,57.0,5.46,5.43,3.32,1912
0.34,2,5,2,62.8,57.0,4.45,4.43,2.79,589
0.4,1,0,3,63.8,54.0,4.73,4.7,3.01,798
1.7,3,1,3,59.8,59.0,7.76,7.66,4.61,9596
0.92,3,2,2,62.1,60.0,6.22,6.21,3.86,4420
1.21,4,2,3,62.7,57.0,6.74,6.81,4.25,5290
0.3,2,0,6,61.3,57.0,4.32,4.29,2.64,1069
1.03,3,2,5,62.4,58.0,6.47,6.42,4.02,6307
1.01,4,3,4,62.3,60.0,6.35,6.49,4.0,6368
0.32,4,1,2,63.1,56.0,4.37,4.34,2.75,672
0.7,4,5,4,61.4,57.0,5.72,5.74,3.52,2294
1.16,2,0,7,61.9,55.0,6.72,6.76,4.17,12314
1.11,2,6,5,61.7,54.0,6.64,6.69,4.11,5051
1.0,3,6,4,62.8,57.0,6.39,6.35,4.0,4032
1.0,1,4,2,57.5,62.0,6.51,6.47,3.73,4788
0.73,0,1,2,64.6,59.0,5.69,5.64,3.66,2317
1.01,2,3,5,61.0,56.0,6.47,6.51,3.96,6734
1.0,3,1,2,61.6,59.0,6.41,6.38,3.94,5600
0.27,2,1,7,62.1,57.0,4.15,4.13,2.57,799
0.56,2,1,4,60.0,55.0,5.43,5.4,3.25,2352
0.73,2,3,2,61.4,57.0,5.74,5.79,3.54,3089
1.91,1,5,3,62.8,58.0,7.82,7.89,4.93,10937
0.4,2,4,6,62.2,55.0,4.75,4.7,2.94,1088
0.7,1,0,2,59.9,63.0,5.74,5.81,3.46,2444
1.04,2,4,2,61.6,55.0,6.51,6.54,4.02,6458
0.5,3,3,0,62.2,59.0,5.07,5.03,3.14,1020
1.0,1,4,3,63.9,55.0,6.25,6.33,4.02,3878
0.5,0,2,5,55.8,60.0,5.31,5.27,2.95,1279
0.41,2,1,5,61.8,56.0,4.78,4.74,2.94,999
0.5,1,1,3,58.2,59.0,5.24,5.27,3.06,1098
0.3,2,2,1,62.4,58.0,4.25,4.28,2.66,886
1.07,3,2,3,61.8,58.0,6.57,6.51,4.04,4446
1.01,4,3,5,62.9,54.0,6.35,6.4,4.0,6773
1.14,4,2,3,59.2,63.0,6.78,6.86,4.04,5033
1.58,3,3,4,62.1,59.0,7.43,7.46,4.62,12530
1.0,1,1,3,63.3,55.0,6.25,6.29,3.97,4312
1.07,4,4,5,62.7,57.0,6.48,6.53,4.08,5264
1.07,4,1,4,62.0,60.0,6.49,6.58,4.05,7768
1.07,3,5,2,58.4,60.0,6.78,6.68,3.93,4075
0.53,2,3,4,61.5,57.0,5.26,5.21,3.22,1615
1.46,0,3,3,64.6,54.0,7.11,7.03,4.57,5504
0.3,2,1,5,62.4,57.0,4.33,4.29,2.69,844
0.33,2,5,5,61.4,56.0,4.45,4.48,2.74,480
0.52,2,3,5,61.2,56.0,5.16,5.2,3.17,1586
0.56,4,1,7,62.6,57.0,5.25,5.23,3.28,2100
0.32,3,0,6,62.0,60.0,4.37,4.4,2.72,910
0.73,4,5,7,62.3,58.0,5.75,5.78,3.59,2565
0.32,4,3,4,62.9,57.0,4.37,4.4,2.76,645
0.75,2,3,5,61.6,55.0,5.86,5.89,3.62,3073
1.21,1,4,2,58.2,58.0,6.98,7.01,4.07,6022
0.33,2,3,1,61.3,55.0,4.49,4.51,2.76,946
0.42,2,2,4,62.3,55.0,4.79,4.77,2.98,1103
0.3,1,1,3,63.5,55.0,4.27,4.3,2.72,421
0.52,2,1,5,61.5,56.0,5.18,5.2,3.19,1576
0.3,4,0,3,61.2,60.0,4.28,4.31,2.63,447
0.75,3,1,5,62.1,57.0,5.9,5.79,3.63,3024
2.0,3,5,5,62.5,57.0,8.01,7.92,4.98,17574
0.46,0,3,5,65.3,56.0,4.83,4.76,3.13,1002
0.43,4,5,7,60.5,59.0,4.86,4.89,2.95,838
0.91,2,0,7,62.0,54.0,6.2,6.25,3.86,8707
2.01,4,5,5,59.2,62.0,8.14,8.17,4.83,16626
0.5,4,1,2,62.4,58.0,5.06,5.01,3.14,1090
1.24,2,0,7,62.6,55.0,6.89,6.94,4.33,13803
0.3,3,2,4,61.5,59.0,4.31,4.33,2.66,658
1.01,3,1,2,62.9,58.0,6.41,6.35,4.01,5599
0.31,4,1,2,58.7,60.0,4.45,4.48,2.62,507
0.55,4,3,1,60.2,60.0,5.29,5.38,3.21,2314
0.51,4,1,2,62.9,57.0,5.06,5.11,3.2,1304
1.01,3,2,5,61.1,59.0,6.44,6.35,3.91,6097
0.31,3,4,7,61.4,58.0,4.32,4.35,2.66,625
1.01,3,3,7,61.5,61.0,6.44,6.38,3.94,5963
0.37,2,0,5,61.0,56.0,4.65,4.7,2.85,876
0.45,2,2,5,62.8,55.0,4.88,4.86,3.06,945
0.81,3,3,4,62.1,58.0,5.96,5.92,3.69,3311
1.23,2,5,3,62.3,55.0,6.85,6.82,4.26,4773
1.01,3,3,4,60.9,58.0,6.47,6.43,3.93,6882
0.32,3,1,2,61.9,59.0,4.39,4.36,2.71,720
0.4,3,1,4,62.4,54.0,4.75,4.71,2.95,1125
2.02,3,2,3,61.0,59.0,8.2,8.13,4.98,11962
1.01,4,3,7,61.9,58.0,6.38,6.48,3.98,6257
1.56,4,5,4,62.7,58.0,7.42,7.37,4.64,9857
0.71,0,2,3,60.1,68.0,5.8,5.72,3.46,2327
0.31,2,2,4,60.6,56.0,4.42,4.39,2.67,872
0.75,2,6,5,62.3,57.0,5.81,5.84,3.63,1923
0.58,4,5,6,63.0,57.0,5.31,5.35,3.36,1790
0.32,2,0,4,61.2,55.0,4.41,4.45,2.71,977
0.9,0,2,5,58.9,67.0,6.18,6.17,3.64,3992
0.41,4,1,2,60.5,63.0,4.81,4.77,2.9,904
0.9,3,4,5,62.1,58.0,6.16,6.2,3.84,3989
0.32,2,2,6,61.0,56.0,4.42,4.47,2.71,828
1.31,2,4,4,61.5,56.0,7.06,7.0,4.32,8583
0.31,2,0,4,61.6,55.0,4.3,4.33,2.66,713
0.5,1,2,5,63.6,58.0,5.02,5.05,3.2,1333
1.0,3,5,2,58.5,59.0,6.56,6.54,3.83,3808
0.3,2,5,4,61.0,58.0,4.3,4.33,2.63,491
0.25,2,1,7,61.7,56.0,4.05,4.07,2.5,705
2.12,3,1,3,62.4,58.0,8.22,8.18,5.12,13884
1.23,2,1,7,61.7,57.0,6.85,6.91,4.25,12539
0.71,4,2,7,60.6,58.0,5.76,5.79,3.5,3494
1.08,2,6,2,61.8,56.0,6.58,6.55,4.06,4524
0.97,4,2,3,59.9,59.0,6.38,6.45,3.84,4063
1.15,2,3,5,61.6,55.0,6.74,6.76,4.16,7587
0.3,3,3,5,61.9,58.0,4.33,4.3,2.67,675
0.51,2,1,5,62.2,57.0,5.11,5.08,3.17,1781
2.14,3,6,3,61.5,59.0,8.3,8.25,5.11,13326
0.32,2,2,7,61.9,57.0,4.39,4.36,2.71,1008
0.33,1,0,3,63.4,56.0,4.4,4.43,2.8,492
0.9,3,2,5,61.9,55.0,6.25,6.23,3.86,4536
0.92,3,1,2,62.1,58.0,6.22,6.15,3.84,4482
0.32,2,1,6,62.5,56.0,4.42,4.38,2.75,1044
0.4,3,1,3,62.9,58.0,4.74,4.7,2.97,855
1.11,1,2,2,62.1,61.0,6.58,6.62,4.1,5602
1.2,3,1,5,62.7,59.0,6.7,6.67,4.19,9139
0.38,2,2,5,61.2,57.0,4.67,4.64,2.85,889
1.08,4,4,5,62.9,59.0,6.47,6.56,4.1,5515
1.2,2,5,4,61.5,59.0,6.82,6.84,4.2,6380
0.73,3,1,2,61.3,58.0,5.83,5.76,3.55,2821
0.36,3,4,5,61.0,60.0,4.6,4.55,2.79,729
1.22,3,4,5,62.3,58.0,6.85,6.77,4.24,6608
1.24,2,5,2,61.3,56.0,6.9,6.93,4.24,5714
1.3,3,2,4,61.0,59.0,7.05,7.08,4.31,10930
0.32,2,4,6,62.1,54.0,4.4,4.42,2.74,730
0.39,2,1,6,60.4,56.0,4.76,4.78,2.88,1179
0.51,2,1,5,61.6,55.0,5.16,5.19,3.19,2085
0.97,3,0,3,60.4,61.0,6.4,6.37,3.86,3585
1.09,2,1,3,59.4,57.0,6.74,6.65,3.98,3760
0.43,1,2,2,63.8,57.0,4.8,4.82,3.07,739
0.67,4,0,2,60.2,60.0,5.61,5.68,3.4,2007
0.33,3,3,6,61.2,60.0,4.44,4.42,2.71,1114
0.85,0,4,0,61.0,61.0,6.2,6.0,3.73,1324
1.2,3,5,2,62.6,59.0,6.85,6.79,4.27,5712
0.53,3,1,3,62.2,57.0,5.2,5.16,3.22,984
1.26,2,3,3,60.9,55.0,7.05,7.0,4.28,6046
0.4,2,1,5,62.9,55.0,4.73,4.72,2.97,975
1.01,3,1,5,60.9,58.0,6.53,6.47,3.96,7522
1.01,1,0,2,65.1,57.0,6.3,6.32,4.11,5544
0.5,3,0,2,60.3,58.0,5.12,5.1,3.08,1433
1.06,2,4,2,61.7,56.0,6.58,6.55,4.05,5188
2.01,3,4,3,62.3,60.0,7.97,7.95,4.96,14558
1.16,3,4,5,62.3,56.0,6.77,6.68,4.19,6202
1.05,1,2,2,57.9,62.0,6.68,6.73,3.88,4729
1.0,3,1,3,62.6,60.0,6.35,6.33,3.97,4116
1.0,0,3,2,68.2,60.0,6.02,5.94,4.08,3833
0.46,2,3,6,61.6,55.0,5.0,5.03,3.09,1800
0.23,4,0,6,59.7,58.0,3.97,4.04,2.39,458
0.32,2,3,5,61.4,57.0,4.39,4.4,2.7,561
0.91,0,0,2,64.4,60.0,6.08,6.04,3.9,3855
0.3,2,1,5,62.8,56.0,4.32,4.28,2.7,844
0.57,2,1,5,61.0,54.0,5.43,5.39,3.3,2319
0.7,2,0,5,61.3,57.0,5.72,5.76,3.52,2960
0.4,2,2,2,59.8,57.0,4.82,4.85,2.89,916
1.0,2,5,2,62.8,56.0,6.33,6.38,3.99,4237
0.28,4,2,4,62.3,52.0,4.2,4.26,2.62,536
0.9,4,4,2,63.2,61.0,6.12,6.03,3.84,3242
0.5,1,2,5,60.9,60.4,5.13,5.2,3.14,1565
0.4,4,0,5,62.4,60.0,4.66,4.67,2.91,845
1.09,2,4,5,61.3,56.0,6.57,6.63,4.05,6288
2.1,3,3,3,62.6,56.0,8.2,8.16,5.12,15175
0.91,4,3,5,62.7,63.0,6.05,6.0,3.78,3776
0.4,2,0,5,61.3,57.0,4.77,4.75,2.92,1050
1.58,2,1,2,61.0,57.0,7.5,7.55,4.59,13434
2.01,1,6,2,59.6,61.0,8.08,8.14,4.83,11703
1.01,3,2,7,62.0,58.0,6.36,6.45,3.97,8532
0.74,2,2,6,60.8,60.0,5.82,5.86,3.55,4127
1.11,0,4,3,64.4,58.0,6.55,6.5,4.2,3730
0.55,2,1,2,62.1,55.0,5.21,5.26,3.25,1551
1.5,4,6,7,62.8,62.0,7.22,7.25,4.54,7840
0.34,2,4,5,62.5,54.0,4.54,4.49,2.82,689
1.2,4,2,5,62.9,55.0,6.75,6.8,4.26,8454
1.01,4,0,5,63.1,60.0,6.39,6.35,4.02,7127
0.63,4,3,4,61.5,56.0,5.53,5.49,3.39,1960
1.31,2,5,3,61.0,59.0,7.05,7.01,4.29,5820
1.52,4,5,5,62.3,58.0,7.32,7.28,4.55,10051
0.72,4,4,3,63.5,58.0,5.65,5.68,3.6,1942
1.29,2,6,4,62.0,57.0,6.92,6.98,4.31,5676
2.49,0,6,0,66.3,58.0,8.26,8.18,5.45,6289
0.3,2,5,5,62.0,55.0,4.3,4.35,2.68,438
0.53,3,1,2,62.1,58.0,5.11,5.19,3.2,1395
0.7,1,4,2,65.0,57.0,5.52,5.59,3.61,2117
1.16,2,2,7,60.5,58.0,6.77,6.85,4.12,10850
0.9,0,4,5,65.6,55.0,6.01,5.97,3.93,3375
1.01,2,2,3,62.5,55.0,6.4,6.39,4.0,4497
0.84,2,6,5,61.1,57.0,6.09,6.12,3.73,2709
1.65,4,4,4,62.0,58.0,7.56,7.66,4.72,12773
0.31,2,3,1,61.7,55.0,4.36,4.39,2.7,891
0.39,2,3,5,62.5,54.0,4.67,4.7,2.93,857
0.38,2,3,5,61.6,55.0,4.67,4.71,2.89,743
2.08,3,2,3,62.0,60.0,8.15,8.1,5.04,13437
1.01,4,3,5,63.1,57.0,6.39,6.35,4.02,5939
0.41,2,2,5,62.3,57.0,4.75,4.78,2.97,863
0.31,4,4,4,62.8,58.0,4.29,4.31,2.7,544
1.3,3,4,5,62.7,58.0,7.01,6.97,4.38,5824
0.42,2,4,3,62.0,54.0,4.83,4.85,3.0,625
0.38,4,2,5,59.7,57.0,4.73,4.79,2.84,752
0.43,2,1,3,61.9,57.0,4.83,4.86,3.0,716
0.9,1,2,2,63.9,59.0,6.09,6.06,3.88,3992
0.43,4,4,5,61.9,55.0,4.8,4.95,3.02,792
0.8,4,4,4,60.9,57.0,5.98,6.02,3.65,3273
1.0,4,3,2,62.3,62.0,6.34,6.38,3.96,5511
0.65,1,3,2,59.6,60.3,5.64,5.71,3.38,1828
1.51,3,1,5,60.7,60.0,7.46,7.37,4.5,14844
0.52,1,3,4,63.9,56.0,5.08,5.12,3.26,1576
0.71,2,0,3,61.5,56.0,5.78,5.74,3.54,2633
1.13,2,1,0,62.0,55.0,6.66,6.7,4.14,3729
0.3,2,5,4,62.5,57.0,4.29,4.32,2.69,473
1.03,2,1,2,58.9,56.0,6.61,6.57,3.88,4035
1.54,3,3,3,59.4,60.0,7.52,7.49,4.46,7848
0.31,2,5,5,62.3,53.8,4.32,4.36,2.7,447
0.71,4,4,4,62.7,57.0,5.66,5.72,3.57,2559
1.52,3,1,2,62.4,59.0,7.37,7.34,4.59,10963
2.03,3,5,2,59.8,59.0,8.29,8.24,4.94,12844
0.7,0,0,3,64.5,60.0,5.53,5.47,3.55,2167
0.43,4,6,7,63.6,56.0,4.78,4.85,3.06,774
0.71,4,4,2,62.5,60.0,5.68,5.75,3.57,2096
1.5,1,4,2,60.8,60.0,7.28,7.38,4.46,9336
0.9,1,1,2,58.1,64.0,6.26,6.28,3.64,3884
0.72,2,4,7,61.6,56.0,5.75,5.77,3.55,3334
0.44,2,1,5,62.4,57.0,4.9,4.88,3.05,1073
1.5,1,5,2,64.3,55.0,7.24,7.19,4.64,8736
0.7,1,0,3,63.1,60.0,5.56,5.62,3.53,2221
0.52,3,3,3,59.2,60.0,5.29,5.21,3.11,1121
1.23,2,2,7,61.8,56.0,6.89,6.84,4.24,11141
1.01,0,2,2,66.1,60.0,6.15,6.13,4.06,3197
0.52,2,1,2,62.1,57.0,5.1,5.14,3.18,1389
1.15,4,4,3,61.4,58.0,6.7,6.75,4.13,4418
0.49,0,1,7,65.5,58.0,4.91,4.86,3.2,1705
0.69,0,3,4,57.8,66.0,5.9,5.84,3.39,2070
0.44,1,1,5,62.2,62.0,4.79,4.85,3.0,1059
1.11,3,4,2,62.1,58.0,6.6,6.57,4.09,5102
0.51,4,3,7,63.5,55.0,5.09,5.05,3.22,1842
1.74,3,4,3,62.1,59.0,7.78,7.65,4.79,10270
0.59,2,1,5,61.4,56.0,5.33,5.42,3.3,1755
0.41,2,3,5,60.9,56.0,4.82,4.84,2.94,949
0.37,3,1,5,61.0,59.0,4.63,4.59,2.81,1041
2.04,4,5,2,63.1,58.0,8.06,7.99,5.06,15412
0.3,3,1,2,59.8,60.0,4.31,4.35,2.59,526
1.0,0,1,3,65.2,56.0,6.3,6.12,4.05,4256
1.34,2,5,3,61.3,55.0,7.16,7.12,4.38,5778
0.8,3,0,2,62.9,60.0,5.94,5.89,3.72,3441
2.0,0,4,3,65.2,55.0,7.9,7.85,5.13,11600
2.01,0,4,3,61.2,66.0,8.21,8.09,4.98,13587
2.0,3,5,3,62.3,57.0,8.12,8.05,5.03,10528
1.07,4,3,7,61.6,57.0,6.55,6.59,4.05,7457
0.39,2,3,7,62.2,54.0,4.67,4.7,2.91,952
1.28,3,4,5,61.2,60.0,6.99,6.94,4.26,7098
0.7,2,4,3,62.1,55.0,5.69,5.72,3.54,2110
1.55,3,5,3,58.5,60.0,7.64,7.58,4.45,7972
0.44,1,1,2,63.4,57.0,4.81,4.85,3.06,756
2.03,4,1,3,63.7,58.0,7.91,7.94,5.05,16412
0.4,2,1,3,62.2,53.0,4.73,4.76,2.95,689
0.35,2,1,5,61.7,55.0,4.54,4.57,2.81,767
0.85,3,1,5,60.2,60.0,6.14,6.09,3.68,3803
0.55,1,3,2,63.6,61.0,5.22,5.16,3.3,1213
0.92,4,3,2,62.5,60.0,6.19,6.26,3.89,3986
1.08,2,2,2,61.8,55.0,6.58,6.63,4.08,6884
1.5,0,4,2,68.0,59.0,7.12,6.82,4.76,6340
1.01,4,2,7,62.3,56.0,6.38,6.42,3.99,8922
1.07,2,2,3,61.5,57.0,6.57,6.6,4.05,4678
2.01,2,2,3,62.3,58.0,8.03,8.01,5.0,15955
1.07,4,4,3,62.8,57.0,6.5,6.58,4.11,4413
0.3,2,0,5,61.8,55.0,4.34,4.3,2.67,911
1.35,3,3,3,60.5,60.0,7.16,7.11,4.32,5167
