id,carat,cut,color,clarity,depth,table,x,y,z,price
11632,0.31,Ideal,G,VS1,61.9,56.0,4.38,4.34,2.7,695
11633,1.22,Very Good,H,VS1,58.9,59.0,6.96,7.02,4.12,7152
11634,0.92,Premium,H,VS1,61.0,62.0,6.32,6.26,3.84,4155
11635,0.51,Good,G,VVS2,63.4,57.0,5.06,5.09,3.22,1800
11636,0.4,Premium,G,VVS2,62.0,58.0,4.68,4.74,2.92,982
11637,0.5,Ideal,G,VS2,62.5,57.0,5.04,5.07,3.16,1449
11638,0.72,Ideal,G,VS1,61.0,55.0,5.81,5.83,3.55,3478
11639,0.9,Very Good,F,SI2,63.1,58.0,6.13,6.11,3.86,3457
11640,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,784
11641,1.51,Ideal,H,VS1,62.6,56.0,7.28,7.32,4.57,11580
11642,0.53,Ideal,H,SI1,61.0,56.0,5.23,5.26,3.2,1268
11643,0.33,Premium,G,VS1,61.4,59.0,4.43,4.49,2.74,666
11644,0.31,Good,F,SI1,64.1,61.0,4.29,4.2,2.72,618
11645,0.81,Very Good,I,SI1,60.3,58.0,6.0,6.04,3.63,2701
11646,0.5,Premium,I,SI2,59.8,56.0,5.23,5.18,3.11,900
11647,0.4,Premium,D,VVS2,60.4,59.0,4.76,4.77,2.88,1263
11648,1.02,Very Good,D,SI2,61.3,62.0,6.42,6.46,3.95,3971
11649,0.71,Ideal,G,SI2,59.5,57.0,5.86,5.78,3.46,2194
11650,0.37,Very Good,G,IF,61.8,56.0,4.6,4.64,2.85,1003
11651,2.05,Premium,G,SI2,58.7,60.0,8.4,8.32,4.91,17988
11652,0.31,Premium,G,VVS1,61.4,58.0,4.35,4.32,2.66,1046
11653,0.5,Very Good,E,SI2,60.8,61.0,5.08,5.09,3.09,1046
11654,0.57,Ideal,G,VVS2,61.7,56.0,5.33,5.3,3.28,2206
11655,0.4,Ideal,D,VS1,62.3,56.0,4.74,4.77,2.96,1059
11656,0.5,Ideal,H,VVS1,61.9,54.0,5.13,5.14,3.18,1648
11657,2.29,Premium,I,VS2,60.8,60.0,8.47,8.5,5.16,18653
11658,0.51,Very Good,G,VS2,62.9,58.0,5.06,5.11,3.2,1438
11659,0.31,Very Good,G,VS2,63.1,58.0,4.35,4.3,2.73,698
11660,0.31,Premium,D,SI1,60.2,56.0,4.4,4.37,2.64,732
11661,1.7,Ideal,I,SI1,60.4,58.0,7.73,7.67,4.65,10967
11662,1.71,Ideal,I,SI2,62.1,58.0,7.64,7.56,4.72,10096
11663,1.51,Ideal,J,VVS2,61.4,59.0,7.34,7.39,4.52,9334
11664,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,1903
11665,1.5,Good,I,VS1,57.2,62.0,7.64,7.61,4.36,9702
11666,0.33,Premium,D,SI1,61.5,60.0,4.44,4.41,2.72,780
11667,0.41,Ideal,F,IF,61.9,56.0,4.78,4.81,2.97,1439
11668,0.43,Ideal,F,VVS1,62.3,55.0,4.85,4.88,3.03,1358
11669,0.77,Very Good,H,VS1,61.3,60.0,5.88,5.9,3.61,2765
11670,0.35,Premium,D,SI1,61.5,58.0,4.53,4.55,2.79,601
11671,1.1,Premium,H,SI2,62.6,57.0,6.6,6.56,4.12,4558
11672,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,724
11673,0.71,Ideal,J,SI1,60.6,57.0,5.78,5.83,3.52,2700
11674,1.23,Very Good,H,SI1,63.0,55.0,6.72,6.78,4.27,5665
11675,0.71,Good,F,SI1,64.3,58.0,5.61,5.55,3.59,2258
11676,0.32,Ideal,E,VS1,61.9,56.0,4.42,4.47,2.75,707
11677,0.4,Ideal,E,VS1,61.6,56.0,4.78,4.73,2.93,1125
11678,1.07,Good,F,VS2,57.6,60.0,6.83,6.79,3.92,6828
11679,1.07,Ideal,F,SI1,62.7,56.0,6.47,6.53,4.08,5982
11680,1.0,Good,E,SI2,61.5,64.0,6.29,6.22,3.85,4077
11681,0.29,Ideal,G,IF,60.6,57.0,4.28,4.31,2.6,673
11682,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,911
11683,0.7,Ideal,F,SI1,61.3,57.0,5.75,5.71,3.51,2700
11684,2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,14083
11685,1.56,Ideal,H,VS2,60.7,57.0,7.49,7.53,4.56,12146
11686,0.51,Very Good,I,SI1,63.1,56.0,5.14,5.06,3.22,1052
11687,0.77,Very Good,G,SI1,58.4,63.0,5.95,6.03,3.5,2635
11688,1.52,Very Good,D,SI2,60.9,59.0,7.35,7.4,4.49,9343
11689,0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,1041
11690,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,1002
11691,1.02,Good,G,SI1,63.6,58.0,6.39,6.34,4.05,5055
11692,0.45,Very Good,F,VS1,62.1,59.0,4.85,4.81,3.0,1179
11693,0.37,Premium,F,VS2,62.7,58.0,4.55,4.58,2.86,746
11694,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,4515
11695,0.9,Good,D,SI1,63.2,55.0,6.1,6.14,3.87,4381
11696,1.13,Very Good,F,SI1,60.6,60.0,6.67,6.76,4.07,5481
11697,0.51,Ideal,D,VS2,61.5,57.0,5.11,5.14,3.15,1787
11698,0.76,Ideal,G,SI2,62.3,55.0,5.83,5.89,3.65,2489
11699,0.39,Good,E,VS2,63.1,56.0,4.63,4.69,2.94,830
11700,2.01,Very Good,H,SI1,62.6,59.0,7.95,7.98,4.99,16901
11701,0.26,Very Good,E,VVS1,61.4,58.0,4.12,4.15,2.54,597
11702,1.06,Premium,E,SI2,60.5,60.0,6.61,6.67,4.02,4652
11703,0.34,Good,G,VS2,57.5,61.0,4.66,4.6,2.66,714
11704,0.52,Good,D,SI2,63.7,55.0,5.1,5.11,3.25,1203
11705,0.33,Very Good,F,VVS1,62.0,56.0,4.43,4.46,2.75,912
11706,1.02,Very Good,G,IF,62.3,59.0,6.36,6.45,3.99,8624
11707,0.5,Very Good,E,VS2,60.0,63.0,5.12,5.08,3.06,1629
11708,0.9,Very Good,G,VS2,63.3,54.0,6.19,6.11,3.89,4309
11709,1.03,Very Good,G,VS2,62.9,56.0,6.43,6.45,4.05,6164
11710,0.44,Ideal,G,SI1,61.5,57.0,4.88,4.87,3.0,990
11711,0.45,Premium,I,SI1,62.2,58.0,4.89,4.86,3.03,941
11712,0.81,Very Good,F,SI2,63.2,58.0,5.91,5.92,3.74,2843
11713,0.52,Ideal,E,SI1,62.4,58.0,5.16,5.13,3.21,1656
11714,0.31,Ideal,H,SI1,61.8,54.0,4.34,4.36,2.69,464
11715,0.63,Ideal,D,SI1,62.0,56.0,5.5,5.47,3.4,2313
11716,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,505
11717,0.7,Premium,F,SI1,60.5,58.0,5.77,5.84,3.51,2264
11718,0.5,Ideal,F,VVS2,62.0,55.0,5.1,5.12,3.17,2052
11719,0.32,Ideal,E,VS1,59.9,55.0,4.46,4.49,2.68,758
11720,0.5,Very Good,G,VVS1,60.9,57.0,5.1,5.15,3.12,1843
11721,0.41,Premium,E,SI1,62.8,58.0,4.77,4.72,2.98,904
11722,1.5,Very Good,I,VS1,62.2,59.0,7.27,7.3,4.53,10164
11723,1.05,Very Good,I,SI2,62.3,59.0,6.42,6.46,4.01,3742
11724,0.34,Very Good,G,VS2,63.1,57.0,4.47,4.43,2.81,765
11725,0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,1882
11726,0.5,Premium,F,VS1,58.0,59.0,5.3,5.22,3.05,1715
11727,1.53,Premium,G,VVS1,60.6,58.0,7.45,7.49,4.53,16451
11728,1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,10029
11729,0.41,Ideal,E,SI1,62.7,57.0,4.74,4.77,2.98,755
11730,0.39,Ideal,G,VVS2,61.7,54.2,4.69,4.75,2.91,952
11731,0.81,Ideal,H,SI1,62.8,57.0,5.95,5.92,3.73,2482
11732,1.23,Ideal,H,VS2,62.2,55.0,6.85,6.81,4.25,7260
11733,0.32,Good,E,VS2,57.0,60.0,4.6,4.53,2.6,780
11734,0.34,Very Good,D,SI1,62.0,59.0,4.42,4.48,2.76,626
11735,1.05,Very Good,D,VS2,59.7,58.0,6.56,6.63,3.94,7794
11736,1.23,Ideal,H,I1,61.8,56.0,6.91,6.85,4.25,4098
11737,0.3,Very Good,D,VS2,62.5,59.0,4.23,4.28,2.66,710
11738,2.04,Ideal,J,SI1,61.7,57.0,8.11,8.17,5.02,14130
11739,0.7,Very Good,I,SI1,62.5,60.0,5.64,5.68,3.54,2039
11740,0.7,Ideal,G,VS2,62.3,57.0,5.66,5.7,3.54,2723
11741,0.73,Ideal,J,VS2,62.0,56.0,5.76,5.79,3.58,2258
11742,1.0,Premium,H,SI1,62.4,59.0,6.42,6.37,3.99,4816
11743,0.34,Ideal,G,VS2,62.4,57.0,4.48,4.46,2.79,663
11744,0.74,Fair,E,SI2,66.7,62.0,5.49,5.43,3.64,2617
11745,0.58,Ideal,G,SI2,62.2,55.0,5.4,5.36,3.35,1343
11746,1.53,Ideal,J,SI1,62.2,58.0,7.35,7.37,4.58,7721
11747,0.4,Good,E,SI1,63.9,58.0,4.67,4.63,2.97,882
11748,1.04,Ideal,G,VS2,61.6,57.0,6.49,6.54,4.01,6773
11749,1.0,Very Good,D,VVS2,61.3,58.0,6.37,6.42,3.92,9487
11750,1.51,Premium,H,SI1,61.3,60.0,7.33,7.29,4.48,10012
11751,0.72,Premium,D,SI2,60.5,58.0,5.88,5.79,3.53,2670
11752,0.31,Ideal,D,VVS2,61.6,56.0,4.38,4.34,2.69,982
11753,1.5,Good,I,VS2,61.3,61.0,7.31,7.38,4.5,8920
11754,1.08,Ideal,H,VVS1,61.8,57.0,6.55,6.59,4.06,9041
11755,0.78,Very Good,E,SI1,59.8,57.0,5.98,6.02,3.59,3385
11756,1.5,Very Good,G,SI1,61.5,59.0,7.31,7.39,4.52,9645
11757,0.81,Ideal,E,SI2,60.2,57.0,6.1,6.06,3.66,2938
11758,0.71,Premium,E,SI1,60.1,60.0,5.78,5.73,3.45,2552
11759,0.53,Ideal,G,VS1,61.2,55.0,5.23,5.26,3.21,1754
11760,1.04,Good,G,VS2,61.4,65.0,6.53,6.47,3.99,5535
11761,0.9,Premium,D,SI2,62.7,59.0,6.2,6.14,3.87,3205
11762,0.32,Ideal,F,VVS1,61.4,56.0,4.4,4.43,2.71,912
11763,0.44,Premium,G,SI1,61.1,59.0,4.9,4.86,2.98,990
11764,0.3,Premium,H,SI1,62.9,58.0,4.24,4.22,2.66,540
11765,1.51,Good,E,I1,63.6,60.0,7.3,7.26,4.63,5647
11766,0.71,Very Good,H,SI1,62.1,61.0,5.63,5.71,3.52,2354
11767,1.03,Ideal,I,SI1,61.3,56.0,6.49,6.53,3.99,4078
11768,0.34,Premium,E,SI1,60.7,60.0,4.51,4.48,2.73,765
11769,1.07,Premium,G,SI2,62.1,59.0,6.54,6.48,4.04,4584
11770,0.53,Very Good,G,SI1,62.5,55.0,5.12,5.24,3.24,1267
11771,0.71,Good,F,SI1,63.6,54.0,5.65,5.61,3.58,2345
11772,0.5,Premium,D,VS2,62.8,58.0,5.07,5.03,3.17,1845
11773,0.51,Ideal,E,SI2,62.7,53.0,5.12,5.09,3.2,1265
11774,0.51,Ideal,D,VS2,62.2,58.0,5.1,5.12,3.18,1678
11775,0.41,Ideal,E,VS1,61.4,55.0,4.8,4.84,2.96,1007
11776,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,9266
11777,1.19,Premium,I,VS1,59.9,61.0,6.91,6.85,4.12,5747
11778,1.73,Very Good,G,VS1,62.8,57.0,7.57,7.72,4.8,15014
11779,0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,838
11780,0.32,Premium,F,VS2,61.2,59.0,4.42,4.4,2.7,828
11781,0.37,Ideal,F,SI1,62.4,54.0,4.63,4.6,2.88,791
11782,0.72,Good,F,SI1,63.6,55.0,5.71,5.64,3.61,2421
11783,0.23,Very Good,E,VVS2,59.4,59.0,4.03,4.08,2.41,530
11784,0.76,Very Good,G,VS2,59.8,58.0,5.92,5.96,3.55,2726
11785,0.52,Good,H,SI1,63.1,57.0,5.09,5.14,3.23,1111
11786,1.16,Premium,D,I1,61.8,59.0,6.78,6.74,4.18,3711
11787,0.71,Very Good,J,VS1,63.3,57.0,5.59,5.69,3.57,2062
11788,0.56,Very Good,E,VS1,62.0,58.9,5.25,5.29,3.27,2027
11789,1.51,Very Good,I,VS1,61.8,63.0,7.34,7.28,4.52,9640
11790,1.03,Ideal,D,SI2,60.5,58.0,6.52,6.58,3.96,5491
11791,1.51,Fair,G,VS2,58.1,67.0,7.59,7.49,4.38,10553
11792,1.2,Ideal,G,SI2,61.1,57.0,6.86,6.83,4.18,5826
11793,1.14,Premium,G,SI1,63.0,59.0,6.68,6.62,4.19,5273
11794,0.41,Fair,H,SI1,65.4,61.0,4.51,4.63,2.99,659
11795,0.33,Premium,H,IF,60.3,59.0,4.49,4.47,2.7,1114
11796,0.72,Ideal,F,SI2,61.1,59.0,5.74,5.79,3.52,2466
11797,0.56,Good,H,SI1,63.2,57.0,5.23,5.27,3.32,1197
11798,2.63,Premium,J,I1,62.3,61.0,8.81,8.76,5.47,10628
11799,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1259
11800,1.64,Very Good,I,SI1,62.3,58.0,7.53,7.63,4.72,9144
11801,2.0,Fair,I,VS1,58.5,68.0,8.26,8.15,4.8,11322
11802,0.78,Ideal,G,VS1,61.6,55.0,5.91,5.94,3.65,3736
11803,0.24,Very Good,D,VVS1,59.2,59.0,4.04,4.1,2.41,478
11804,1.62,Premium,F,SI1,60.1,58.0,7.63,7.59,4.57,11733
11805,0.53,Ideal,H,VS1,60.8,57.0,5.24,5.29,3.2,1848
11806,0.53,Good,I,SI1,65.5,59.0,5.01,5.06,3.3,923
11807,0.41,Ideal,E,VVS2,61.6,56.0,4.78,4.8,2.95,1187
11808,0.24,Very Good,E,VVS1,63.5,57.0,3.94,3.96,2.51,492
11809,0.71,Premium,E,SI2,62.7,59.0,5.66,5.7,3.56,2322
11810,1.02,Premium,H,SI1,61.9,58.0,6.43,6.47,3.99,4604
11811,0.91,Very Good,D,SI2,61.5,56.0,6.22,6.27,3.84,4123
11812,0.29,Ideal,J,VS1,61.8,56.0,4.23,4.26,2.62,435
11813,0.7,Premium,H,SI1,62.0,61.0,6.65,5.69,3.46,2176
11814,1.13,Very Good,D,SI2,62.3,60.0,6.59,6.7,4.14,5408
11815,2.3,Premium,H,SI2,60.6,59.0,8.4,8.37,5.08,14042
11816,0.31,Premium,D,VVS1,62.1,59.0,4.38,4.32,2.7,942
11817,0.54,Premium,E,VS2,59.0,60.0,5.38,5.32,3.15,1687
11818,0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,2795
11819,0.51,Good,D,SI2,63.9,55.0,5.1,5.04,3.24,1268
11820,0.3,Ideal,H,VVS2,62.5,55.0,4.29,4.32,2.69,581
11821,0.71,Premium,D,SI1,60.6,58.0,5.79,5.77,3.5,2863
11822,0.32,Ideal,G,VVS2,60.6,57.0,4.41,4.43,2.68,730
11823,0.31,Ideal,G,VS2,61.7,55.0,4.37,4.35,2.69,698
11824,1.57,Very Good,F,SI1,60.3,57.0,7.55,7.6,4.57,11998
11825,0.3,Premium,I,VVS1,62.6,60.0,4.25,4.28,2.67,552
11826,0.24,Very Good,F,VVS1,59.2,59.0,4.04,4.07,2.4,552
11827,0.72,Ideal,F,VS1,61.8,56.0,5.72,5.77,3.55,3489
11828,1.34,Very Good,D,SI2,61.7,58.0,7.04,7.1,4.36,7453
11829,0.43,Good,G,SI1,63.1,58.0,4.75,4.79,3.01,704
11830,0.9,Very Good,J,SI2,63.3,59.0,6.08,6.12,3.86,2973
11831,0.3,Premium,F,VS2,61.8,60.0,4.3,4.27,2.65,673
11832,0.39,Ideal,D,VS1,61.9,57.0,4.69,4.71,2.91,1095
11833,0.32,Ideal,H,VVS2,62.3,57.0,4.34,4.37,2.71,614
11834,0.37,Ideal,E,VVS1,61.5,56.0,4.64,4.59,2.84,1179
11835,0.31,Premium,H,VVS2,61.2,59.0,4.38,4.34,2.67,802
11836,1.1,Ideal,E,SI2,59.4,54.0,6.79,6.74,4.02,4071
11837,0.38,Ideal,J,VVS2,61.7,54.6,4.65,4.69,2.89,670
11838,1.0,Ideal,E,SI2,62.9,56.0,6.32,6.3,3.97,3450
11839,0.4,Ideal,E,SI1,62.4,54.0,4.72,4.74,2.95,694
11840,1.76,Ideal,G,SI1,62.1,56.0,7.69,7.77,4.8,10896
11841,0.46,Premium,E,VS2,60.2,60.0,5.01,4.96,3.0,1208
11842,0.78,Very Good,H,SI2,62.7,56.0,5.85,5.89,3.68,2316
11843,0.75,Premium,D,SI2,60.3,61.0,5.88,5.86,3.54,2307
11844,0.53,Ideal,E,SI1,60.9,57.0,5.21,5.24,3.18,1769
11845,0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,816
11846,0.34,Very Good,G,VVS2,61.2,59.0,4.46,4.5,2.74,775
11847,0.32,Very Good,G,SI1,62.0,58.5,4.36,4.41,2.72,540
11848,0.3,Very Good,G,VVS1,62.8,55.0,4.28,4.31,2.7,635
11849,0.31,Premium,E,VS2,62.7,58.0,4.31,4.33,2.71,680
11850,0.71,Premium,E,VS2,59.9,58.0,5.81,5.78,3.47,2735
11851,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1356
11852,0.37,Ideal,G,SI1,61.0,56.0,4.61,4.68,2.84,608
11853,1.01,Good,D,SI1,63.9,61.0,6.28,6.31,4.02,5055
11854,0.76,Ideal,D,VS2,61.2,57.0,5.89,5.91,3.61,3443
11855,2.04,Premium,H,SI1,58.1,60.0,8.37,8.28,4.84,18795
11856,0.73,Ideal,E,VS2,62.2,56.0,5.76,5.78,3.59,3328
11857,0.5,Premium,G,SI1,62.6,56.0,5.1,5.06,3.18,1286
11858,1.23,Ideal,H,SI1,61.5,57.0,6.92,6.89,4.25,6681
11859,1.21,Premium,J,SI1,62.6,58.0,6.74,6.71,4.21,4269
11860,0.41,Ideal,I,VVS2,61.7,56.0,4.77,4.8,2.95,827
11861,0.6,Premium,G,VVS2,59.7,60.0,5.55,5.5,3.3,2105
11862,0.79,Premium,D,SI1,61.4,59.0,5.89,5.96,3.64,3112
11863,0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,901
11864,1.59,Very Good,H,VVS2,63.0,58.0,7.43,7.48,4.7,12297
11865,0.31,Ideal,E,VS2,62.0,56.0,4.34,4.37,2.7,680
11866,1.25,Good,I,SI2,63.9,56.0,6.81,6.77,4.34,4725
11867,0.71,Very Good,H,VVS2,61.8,56.0,5.7,5.73,3.53,2960
11868,1.05,Ideal,G,VS2,61.9,56.0,6.52,6.56,4.05,6486
11869,0.31,Premium,F,VS2,62.3,59.0,4.29,4.34,2.69,625
11870,0.7,Ideal,I,SI1,62.8,56.0,5.64,5.67,3.55,2287
11871,0.71,Premium,I,SI2,62.1,58.0,5.7,5.67,3.53,1696
11872,0.37,Ideal,I,VS1,60.8,56.0,4.67,4.71,2.85,603
11873,0.31,Ideal,G,VS1,62.1,55.0,4.36,4.33,2.7,802
11874,0.68,Premium,G,VS1,58.6,59.0,5.8,5.77,3.39,2326
11875,0.31,Ideal,E,IF,60.9,55.0,4.39,4.41,2.68,987
11876,1.01,Premium,J,VS1,63.0,55.0,6.39,6.34,4.01,3790
11877,0.32,Very Good,H,VS2,62.8,55.0,4.38,4.41,2.76,505
11878,0.36,Premium,I,SI1,60.4,60.0,4.62,4.58,2.78,624
11879,0.52,Ideal,E,SI2,62.9,56.0,5.15,5.12,3.23,1229
11880,1.51,Premium,J,VVS2,62.9,58.0,7.33,7.21,4.57,8930
11881,1.03,Premium,F,SI1,58.6,62.0,6.65,6.6,3.88,5087
11882,0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1438
11883,1.38,Very Good,H,SI2,62.3,60.0,7.07,7.12,4.42,6369
11884,1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,5038
11885,0.73,Ideal,E,VVS2,62.0,57.0,5.73,5.79,3.57,3780
11886,0.74,Very Good,G,SI2,63.0,56.0,5.75,5.77,3.63,2277
11887,1.52,Premium,E,SI2,60.8,60.0,7.36,7.42,4.49,9028
11888,0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,1050
11889,0.72,Ideal,H,VVS1,61.8,56.0,5.75,5.78,3.56,3708
11890,0.5,Ideal,G,SI2,60.0,57.0,5.17,5.2,3.11,1038
11891,1.16,Very Good,D,SI2,62.5,60.0,6.64,6.7,4.17,5044
11892,0.24,Ideal,E,VVS1,60.2,57.0,4.02,4.07,2.44,678
11893,0.37,Ideal,F,VS1,61.1,57.0,4.65,4.61,2.83,1041
11894,0.41,Very Good,I,VVS1,61.9,57.0,4.78,4.82,2.97,863
11895,0.72,Premium,G,VS2,62.4,57.0,5.73,5.72,3.57,2441
11896,0.57,Ideal,E,VS1,61.6,56.9,5.29,5.36,3.28,2030
11897,0.32,Ideal,D,SI1,61.3,57.0,4.37,4.41,2.69,589
11898,0.5,Ideal,E,VS2,60.8,55.0,5.19,5.16,3.15,1768
11899,0.42,Ideal,H,SI1,62.4,57.0,4.79,4.76,2.98,898
11900,0.41,Ideal,E,VS2,61.8,54.0,4.76,4.79,2.95,935
11901,1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,6533
11902,0.32,Ideal,G,IF,61.5,55.0,4.43,4.45,2.73,918
11903,0.7,Ideal,D,VS1,63.1,54.0,5.62,5.65,3.56,3618
11904,0.32,Ideal,G,VVS1,62.0,57.0,4.42,4.38,2.73,1080
11905,0.7,Premium,I,SI2,59.5,58.0,5.79,5.73,3.43,1890
11906,0.36,Ideal,E,VS1,62.0,55.0,4.58,4.6,2.85,828
11907,0.51,Good,D,SI2,64.2,56.0,5.05,5.02,3.23,1232
11908,0.91,Ideal,E,SI1,62.3,55.0,6.2,6.23,3.87,5431
11909,1.07,Ideal,I,VS1,62.2,58.0,6.52,6.57,4.07,5103
11910,1.02,Ideal,F,SI1,62.3,56.0,6.41,6.44,4.0,5773
11911,1.09,Ideal,D,SI2,62.1,56.0,6.59,6.56,4.08,5258
11912,1.7,Premium,I,VS2,61.2,59.0,7.55,7.62,4.64,11257
11913,1.57,Premium,J,VS1,61.3,59.0,7.44,7.47,4.57,8595
11914,1.01,Ideal,G,VS1,61.3,56.0,6.49,6.44,3.96,5294
11915,0.5,Very Good,G,SI1,59.3,58.0,5.19,5.24,3.09,1133
11916,1.05,Very Good,F,SI2,62.1,58.0,6.47,6.5,4.03,4436
11917,1.12,Very Good,G,IF,61.0,58.0,6.7,6.72,4.09,9820
11918,0.34,Premium,G,IF,62.3,59.0,4.46,4.49,2.79,1014
11919,0.31,Premium,G,VS2,59.9,59.0,4.4,4.38,2.63,698
11920,0.31,Ideal,E,SI1,62.4,57.0,4.31,4.34,2.7,544
11921,0.35,Ideal,D,SI1,62.1,57.0,4.49,4.47,2.78,772
11922,0.76,Very Good,F,SI2,63.3,55.0,5.79,5.83,3.68,2347
11923,1.14,Very Good,I,SI1,63.5,56.0,6.62,6.58,4.19,4788
11924,0.92,Very Good,E,SI1,63.0,57.0,6.17,6.21,3.9,4254
11925,1.69,Ideal,H,VS1,61.0,57.0,7.72,7.66,4.69,13882
11926,1.51,Very Good,J,VS1,61.2,63.0,7.31,7.24,4.45,8524
11927,0.34,Very Good,D,VS2,62.9,56.0,4.44,4.5,2.81,805
11928,1.52,Ideal,E,SI1,62.8,55.0,7.3,7.35,4.6,12431
11929,1.24,Very Good,J,I1,61.9,55.0,6.85,6.92,4.26,2940
11930,1.21,Premium,H,VS1,61.9,60.0,6.88,6.78,4.23,6607
11931,0.8,Very Good,I,VS2,62.0,58.0,5.86,5.95,3.66,2833
11932,0.41,Premium,I,SI2,61.6,59.0,4.79,4.76,2.94,692
11933,0.31,Premium,G,VVS1,61.2,59.0,4.34,4.32,2.65,1046
11934,0.26,Ideal,H,VS1,61.9,55.0,4.1,4.13,2.55,448
11935,0.51,Very Good,F,SI2,58.9,60.0,5.19,5.24,3.07,1090
11936,2.05,Very Good,H,SI1,62.5,57.0,8.09,8.07,5.05,17811
11937,0.33,Premium,H,VS1,60.0,61.0,4.52,4.48,2.7,743
11938,0.95,Premium,H,SI2,58.8,60.0,6.45,6.38,3.77,3652
11939,1.01,Very Good,D,SI1,59.8,56.0,6.57,6.6,3.94,5394
11940,0.3,Very Good,D,SI2,63.3,57.0,4.3,4.26,2.71,574
11941,1.53,Premium,D,SI1,61.6,58.0,7.35,7.42,4.55,10712
11942,0.9,Premium,G,VS2,60.9,58.0,6.34,6.19,3.79,4183
11943,0.3,Ideal,H,SI1,62.2,53.0,4.29,4.32,2.68,514
11944,1.74,Premium,G,VS1,62.4,58.0,7.71,7.61,4.78,17904
11945,1.2,Premium,F,VVS2,62.8,60.0,6.79,6.74,4.25,10580
11946,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,10716
11947,1.11,Premium,F,VS1,62.8,56.0,6.62,6.57,4.14,7310
11948,1.05,Premium,G,SI1,62.1,60.0,6.48,6.44,4.01,4857
11949,0.73,Ideal,G,VVS2,62.4,57.0,5.71,5.79,3.59,3777
11950,0.4,Premium,F,SI1,62.9,58.0,4.72,4.69,2.96,882
11951,1.14,Good,G,I1,63.7,56.0,6.63,6.55,4.2,2327
11952,0.9,Very Good,G,VS2,59.0,58.0,6.25,6.29,3.7,3910
11953,1.52,Premium,I,SI2,62.5,56.0,7.35,7.33,4.59,7341
11954,0.32,Premium,G,VS1,61.2,62.0,4.45,4.41,2.71,773
11955,0.75,Ideal,H,SI1,60.4,57.0,5.93,5.96,3.59,2801
11956,1.72,Very Good,E,SI1,62.2,58.0,7.63,7.7,4.77,15948
11957,0.7,Ideal,E,VS2,61.5,56.0,5.73,5.68,3.51,2940
11958,0.31,Very Good,F,VS2,61.4,55.0,4.32,4.34,2.66,625
11959,1.5,Very Good,J,VVS2,62.9,58.0,7.25,7.31,4.58,8622
11960,1.6,Very Good,J,SI1,62.7,58.0,7.37,7.41,4.63,7550
11961,0.74,Ideal,G,SI2,62.7,56.0,5.75,5.8,3.62,2423
11962,0.72,Ideal,F,VS1,60.5,56.0,5.82,5.85,3.53,3759
11963,0.28,Ideal,H,VS1,62.1,55.0,4.17,4.21,2.6,476
11964,1.12,Very Good,G,VS1,62.2,59.0,6.58,6.61,4.1,7687
11965,0.7,Very Good,E,SI2,60.8,57.0,5.66,5.72,3.46,2324
11966,0.91,Premium,F,SI1,62.7,59.0,6.23,6.18,3.89,3644
11967,1.09,Premium,H,SI2,61.7,60.0,6.57,6.59,4.06,4496
11968,0.31,Ideal,J,VS1,61.7,55.1,4.36,4.39,2.7,429
11969,0.3,Very Good,G,VVS2,61.3,58.0,4.28,4.34,2.64,684
11970,0.54,Good,E,SI1,61.5,56.0,5.22,5.26,3.23,1600
11971,0.71,Ideal,I,VS1,61.9,55.0,5.75,5.71,3.55,2637
11972,1.33,Premium,H,SI1,61.9,58.0,6.98,7.04,4.34,7171
11973,0.81,Premium,D,SI2,61.7,58.0,5.97,5.93,3.67,2994
11974,1.5,Premium,I,SI2,62.8,57.0,7.34,7.25,4.58,7715
11975,0.2,Premium,E,VS2,59.7,62.0,3.84,3.8,2.28,367
11976,1.08,Good,H,VVS1,63.1,57.0,6.52,6.57,4.13,6504
11977,1.0,Premium,D,VS1,62.7,60.0,6.36,6.31,3.97,8020
