id,carat,cut,color,clarity,depth,table,x,y,z
4251,1.27,Ideal,G,SI2,61.8,56.0,6.96,6.93,4.29
4252,0.76,Premium,F,SI1,62.7,58.0,5.83,5.78,3.64
4253,0.74,Ideal,E,SI2,62.2,56.0,5.8,5.84,3.62
4254,0.32,Ideal,E,VS2,61.8,55.0,4.4,4.43,2.73
4255,0.38,Ideal,E,VS1,61.6,56.0,4.62,4.66,2.86
4256,0.41,Ideal,G,IF,62.0,55.0,4.8,4.81,2.98
4257,0.32,Premium,G,IF,61.0,59.0,4.38,4.41,2.68
4258,1.21,Ideal,E,VVS2,61.7,57.0,6.8,6.88,4.22
4259,1.55,Very Good,F,VS1,61.6,56.0,7.38,7.45,4.57
4260,0.37,Premium,F,SI1,60.3,58.0,4.66,4.62,2.8
4261,0.98,Very Good,E,SI2,61.1,60.0,6.31,6.36,3.87
4262,0.3,Good,H,VS2,63.5,58.0,4.24,4.27,2.7
4263,1.04,Ideal,E,SI2,61.6,55.0,6.51,6.54,4.02
4264,0.5,Very Good,E,SI2,61.7,58.0,5.06,5.12,3.14
4265,0.7,Ideal,D,SI1,61.0,59.0,5.68,5.7,3.47
4266,1.0,Very Good,G,VS1,59.1,61.0,6.48,6.54,3.85
4267,0.52,Very Good,H,VS2,62.0,57.0,5.08,5.12,3.16
4268,1.14,Very Good,I,VS2,62.5,59.0,6.63,6.66,4.15
4269,0.9,Fair,G,VS2,65.8,61.0,5.99,5.96,3.93
4270,0.82,Ideal,D,SI1,61.9,56.0,5.99,6.02,3.72
4271,1.56,Premium,H,VS2,62.2,58.0,7.41,7.44,4.62
4272,0.51,Ideal,I,VVS2,62.5,54.3,5.09,5.12,3.19
4273,1.01,Premium,F,SI1,62.9,59.0,6.38,6.31,3.99
4274,1.5,Good,J,SI1,64.5,56.0,7.09,7.18,4.6
4275,0.9,Very Good,G,VS1,62.7,60.0,6.06,6.13,3.82
4276,0.7,Ideal,F,SI1,61.8,55.0,5.71,5.75,3.54
4277,0.7,Good,D,SI2,58.2,63.0,5.78,5.83,3.38
4278,0.71,Premium,I,VS2,60.4,60.0,5.8,5.72,3.48
4279,1.34,Fair,G,SI2,64.7,55.0,7.03,6.97,4.53
4280,1.22,Premium,I,SI2,62.3,58.0,6.85,6.8,4.25
4281,1.5,Premium,J,SI1,62.1,57.0,7.42,7.26,4.56
4282,0.71,Very Good,D,SI1,63.6,58.0,5.64,5.68,3.6
4283,1.11,Very Good,E,SI2,62.3,58.0,6.64,6.68,4.15
4284,1.01,Ideal,G,VVS2,60.9,54.0,6.5,6.53,3.97
4285,1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95
4286,0.56,Ideal,I,VVS1,61.1,55.0,5.33,5.35,3.26
4287,0.41,Premium,E,VS2,59.8,60.0,4.87,4.83,2.9
4288,2.04,Good,D,SI1,61.9,60.0,8.15,8.11,5.03
4289,0.7,Ideal,E,VS2,62.2,55.0,5.67,5.71,3.54
4290,0.41,Ideal,E,VS2,62.2,56.0,4.8,4.75,2.97
4291,1.01,Ideal,G,IF,60.8,59.0,6.47,6.5,3.94
4292,0.5,Very Good,H,VS2,62.6,56.0,4.99,5.11,3.16
4293,2.01,Premium,J,SI2,61.4,60.0,8.14,8.07,4.98
4294,0.77,Ideal,G,VS2,61.7,55.0,5.89,5.91,3.64
4295,1.06,Very Good,F,VS2,61.5,58.0,6.53,6.57,4.03
4296,1.28,Premium,I,VS1,61.1,61.0,7.01,6.96,4.27
4297,1.0,Premium,F,SI1,60.3,61.0,6.43,6.38,3.86
4298,1.5,Premium,F,VS2,61.6,58.0,7.37,7.31,4.52
4299,1.01,Very Good,E,SI1,59.5,60.0,6.49,6.55,3.88
4300,0.4,Premium,D,VS1,62.5,60.0,4.72,4.66,2.93
4301,1.68,Ideal,E,SI2,60.4,55.0,7.79,7.7,4.68
4302,2.11,Ideal,I,VS1,61.9,57.0,8.28,8.22,5.11
4303,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98
4304,1.15,Premium,E,SI2,61.7,60.0,6.78,6.7,4.16
4305,0.7,Very Good,F,IF,61.5,58.0,5.65,5.7,3.49
4306,0.52,Premium,H,SI1,61.6,57.0,5.2,5.15,3.19
4307,1.12,Premium,D,SI2,61.2,59.0,6.7,6.66,4.09
4308,0.41,Ideal,F,VS2,61.1,56.0,4.83,4.8,2.94
4309,1.53,Premium,G,VS2,61.8,59.0,7.31,7.45,4.56
4310,1.22,Premium,I,SI1,62.3,58.0,6.77,6.81,4.23
4311,2.0,Premium,G,SI2,62.1,59.0,8.12,8.02,5.01
4312,1.14,Very Good,J,SI1,63.3,55.0,6.6,6.67,4.2
4313,1.11,Premium,I,SI2,61.2,61.0,6.69,6.65,4.08
4314,0.92,Premium,D,SI1,62.3,58.0,6.27,6.21,3.89
4315,0.53,Premium,D,SI1,61.4,58.0,5.19,5.23,3.2
4316,1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97
4317,0.63,Ideal,E,VS2,62.1,56.0,5.54,5.51,3.43
4318,0.5,Premium,H,VS1,62.7,59.0,5.03,4.98,3.14
4319,0.51,Very Good,F,VVS2,62.0,56.0,5.1,5.15,3.17
4320,0.77,Ideal,F,VS1,62.1,57.0,5.88,5.84,3.64
4321,0.53,Ideal,F,VVS2,61.4,56.0,5.19,5.23,3.2
4322,2.01,Premium,I,VS2,59.2,62.0,8.17,8.14,4.83
4323,0.32,Ideal,G,VVS1,61.7,56.0,4.39,4.42,2.72
4324,1.01,Good,F,VVS2,65.9,54.0,6.18,6.27,4.1
4325,0.32,Good,F,VS2,63.2,58.0,4.32,4.35,2.74
4326,1.0,Premium,E,SI2,60.4,62.0,6.52,6.42,3.91
4327,0.3,Very Good,G,VS1,62.9,58.0,4.27,4.32,2.7
4328,1.01,Fair,D,SI1,66.2,56.0,6.05,6.1,4.02
4329,1.3,Premium,F,VS2,60.4,59.0,7.06,7.12,4.28
4330,0.35,Ideal,F,VS2,62.6,56.0,4.49,4.52,2.82
4331,0.71,Very Good,F,I1,63.2,55.0,5.64,5.57,3.54
4332,0.7,Premium,E,VS2,62.8,61.0,5.66,5.62,3.54
4333,2.12,Premium,H,SI1,61.1,60.0,8.18,8.26,5.02
4334,0.29,Very Good,G,VS2,61.5,58.0,4.25,4.27,2.62
4335,1.0,Premium,E,VS1,59.1,59.0,6.56,6.51,3.86
4336,0.36,Good,D,SI1,63.2,56.0,4.52,4.56,2.87
4337,0.8,Ideal,E,VS2,61.4,55.0,5.96,5.99,3.67
4338,1.08,Premium,D,VS2,61.2,60.0,6.63,6.61,4.05
4339,1.2,Ideal,G,VVS2,60.9,56.0,6.86,6.91,4.19
4340,1.02,Good,H,SI2,58.6,64.0,6.32,6.26,3.68
4341,0.71,Ideal,H,VS1,61.7,55.0,5.73,5.75,3.54
4342,1.02,Premium,G,IF,61.8,59.0,6.41,6.46,3.98
4343,0.41,Ideal,E,SI1,62.5,55.0,4.77,4.73,2.97
4344,0.53,Ideal,H,IF,61.4,55.0,5.21,5.24,3.21
4345,0.58,Ideal,I,VVS2,62.0,56.0,5.34,5.38,3.32
4346,1.04,Ideal,F,SI1,61.3,55.0,6.51,6.53,4.0
4347,0.33,Premium,H,VS2,62.3,58.0,4.38,4.41,2.74
4348,0.33,Ideal,D,SI2,62.4,57.0,4.42,4.39,2.75
4349,0.51,Premium,E,SI1,61.0,58.0,5.13,5.1,3.12
4350,0.38,Ideal,E,VVS1,62.6,56.0,4.6,4.64,2.89
4351,0.6,Ideal,F,VS1,62.9,57.0,5.35,5.31,3.35
4352,0.26,Ideal,F,VS1,62.1,54.0,4.12,4.13,2.56
4353,1.25,Ideal,H,SI2,62.7,56.0,6.92,6.87,4.32
4354,0.34,Ideal,G,VS2,61.5,57.0,4.47,4.51,2.76
4355,0.54,Ideal,E,VVS2,61.5,57.0,5.24,5.26,3.23
4356,1.05,Ideal,F,VVS2,61.9,57.0,6.5,6.52,4.03
4357,0.4,Premium,E,VS1,62.5,58.0,4.72,4.69,2.94
4358,1.07,Premium,G,SI2,58.5,61.0,6.71,6.59,3.89
4359,1.59,Premium,H,SI1,61.0,58.0,7.58,7.51,4.6
4360,0.43,Ideal,I,VVS1,61.6,54.0,4.88,4.92,3.02
4361,0.78,Ideal,H,SI1,61.2,56.0,5.92,5.99,3.64
4362,0.91,Good,F,VS1,63.1,59.0,6.14,6.19,3.89
4363,0.55,Premium,I,VVS1,61.3,59.0,5.3,5.27,3.24
4364,0.31,Very Good,F,SI1,62.9,57.0,4.31,4.34,2.72
4365,0.3,Premium,D,VS2,60.5,58.0,4.35,4.38,2.64
4366,0.23,Fair,G,VVS2,61.4,66.0,3.87,3.91,2.39
4367,0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78
4368,0.51,Ideal,D,SI2,59.8,55.0,5.23,5.17,3.11
4369,0.56,Premium,D,SI2,60.4,58.0,5.32,5.37,3.23
4370,1.04,Ideal,G,VS1,61.9,57.0,6.51,6.55,4.04
4371,1.01,Premium,E,VS2,62.3,59.0,6.38,6.33,3.96
4372,1.02,Ideal,F,VS2,62.9,57.0,6.42,6.33,4.01
4373,0.23,Good,E,VS1,64.1,59.0,3.83,3.85,2.46
4374,1.1,Very Good,G,VS1,60.3,62.0,6.72,6.67,4.04
4375,1.5,Ideal,I,VS2,62.6,57.0,7.31,7.26,4.56
4376,0.9,Fair,F,SI2,62.6,58.0,6.01,6.06,3.78
4377,0.3,Ideal,H,IF,60.8,56.0,4.37,4.35,2.65
4378,1.05,Ideal,F,SI1,60.6,59.0,6.51,6.56,3.96
4379,0.6,Very Good,E,VS2,62.9,59.0,5.34,5.38,3.37
4380,0.55,Premium,F,SI2,60.6,58.0,5.28,5.31,3.21
4381,1.5,Ideal,I,VS1,62.0,53.0,7.4,7.35,4.57
4382,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57
4383,0.71,Premium,G,SI2,58.2,60.0,5.91,5.88,3.43
4384,0.58,Good,G,VS2,63.2,58.0,5.36,5.28,3.36
4385,0.44,Ideal,G,VVS2,61.8,56.0,4.9,4.94,3.04
4386,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7
4387,1.0,Premium,H,SI2,60.0,62.0,6.53,6.51,3.91
4388,0.51,Good,F,SI1,64.0,57.0,5.06,5.01,3.22
4389,0.74,Premium,D,VS2,61.8,58.0,5.81,5.77,3.58
4390,0.31,Ideal,G,VVS2,62.1,54.0,4.38,4.41,2.73
4391,1.02,Very Good,H,VS1,61.4,56.5,6.44,6.47,3.97
4392,1.52,Premium,D,SI2,59.1,58.0,7.48,7.45,4.41
4393,0.42,Ideal,H,IF,61.7,55.0,4.84,4.82,2.98
4394,0.32,Ideal,G,VVS1,61.9,56.0,4.4,4.39,2.72
4395,0.72,Premium,F,SI2,61.1,59.0,5.83,5.79,3.55
4396,0.3,Ideal,I,VVS1,61.8,54.0,4.32,4.35,2.68
4397,0.35,Good,J,SI1,63.3,56.0,4.5,4.53,2.86
4398,0.7,Fair,F,SI2,57.1,64.0,5.81,5.86,3.33
4399,0.9,Fair,F,VS1,65.7,59.0,5.96,5.92,3.9
4400,0.97,Ideal,I,I1,61.6,53.0,6.4,6.43,3.95
4401,0.35,Premium,H,VS1,61.3,59.0,4.54,4.57,2.79
4402,0.7,Premium,F,SI1,61.7,61.0,5.7,5.67,3.51
4403,1.74,Premium,G,VS2,61.0,58.0,7.77,7.75,4.73
4404,0.3,Good,D,VVS2,64.2,55.0,4.23,4.28,2.73
4405,0.54,Ideal,G,SI1,62.5,56.0,5.2,5.24,3.26
4406,0.55,Ideal,H,VS2,62.0,55.0,5.31,5.28,3.28
4407,0.38,Premium,G,VS1,61.9,59.0,4.63,4.67,2.88
4408,1.12,Very Good,H,SI1,63.1,56.0,6.62,6.59,4.17
4409,1.03,Good,E,SI2,63.8,62.0,6.3,6.37,4.04
4410,0.35,Ideal,I,IF,61.8,53.0,4.55,4.57,2.81
4411,0.51,Ideal,E,SI1,61.5,54.0,5.15,5.19,3.18
4412,0.3,Ideal,F,VS2,61.6,57.0,4.32,4.28,2.65
4413,1.24,Ideal,I,SI1,62.4,57.0,6.89,6.87,4.29
4414,1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46
4415,0.71,Very Good,G,VS2,62.1,58.0,5.65,5.71,3.53
4416,0.51,Ideal,F,VVS2,61.9,56.0,5.13,5.15,3.18
4417,2.22,Very Good,I,SI1,62.4,55.0,8.29,8.35,5.19
4418,0.7,Good,D,SI2,63.7,58.0,5.64,5.6,3.58
4419,0.61,Ideal,E,VS2,59.7,57.0,5.57,5.52,3.31
4420,1.01,Very Good,D,SI2,62.2,60.0,6.4,6.43,3.99
4421,0.71,Premium,I,VVS2,61.4,56.0,5.79,5.75,3.54
4422,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28
4423,0.5,Good,G,SI2,62.3,64.0,5.1,5.02,3.15
4424,0.91,Ideal,F,SI2,62.2,56.0,6.17,6.14,3.83
4425,0.51,Good,D,SI2,64.2,56.0,5.02,5.05,3.23
4426,0.35,Premium,D,VVS1,60.8,58.0,4.55,4.53,2.76
4427,2.51,Good,G,SI2,59.5,65.0,8.87,8.74,5.24
4428,0.4,Premium,H,VS1,62.4,60.0,4.69,4.74,2.94
4429,0.9,Very Good,G,VS1,62.4,58.0,6.14,6.16,3.84
4430,2.39,Premium,I,VS1,61.2,60.0,8.63,8.6,5.27
4431,0.41,Premium,G,VS2,61.8,59.0,4.76,4.72,2.93
4432,0.52,Very Good,D,SI1,62.7,56.0,5.08,5.13,3.2
4433,1.04,Fair,F,I1,65.4,60.0,6.39,6.3,4.15
4434,0.7,Good,E,SI1,60.4,61.0,5.73,5.76,3.47
4435,1.01,Fair,H,SI1,64.4,59.0,6.22,6.17,3.99
4436,0.91,Premium,F,SI2,59.8,58.0,6.29,6.26,3.75
4437,1.01,Ideal,E,SI1,59.8,60.0,6.56,6.48,3.9
4438,0.31,Good,I,VS1,63.9,56.0,4.28,4.3,2.74
4439,0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3
4440,0.61,Ideal,F,VS2,61.5,54.0,5.48,5.51,3.38
4441,1.02,Premium,G,SI1,62.6,59.0,6.43,6.38,4.01
4442,0.35,Ideal,F,VS2,62.4,55.0,4.53,4.51,2.82
4443,1.2,Ideal,D,SI1,62.7,55.0,6.79,6.71,4.23
4444,1.18,Ideal,G,VVS2,61.3,55.0,6.86,6.81,4.19
4445,1.6,Ideal,F,VS2,62.0,55.0,7.49,7.54,4.66
4446,1.22,Premium,I,VS2,60.3,59.0,6.93,6.87,4.16
4447,0.31,Ideal,D,SI2,61.3,56.0,4.41,4.36,2.69
4448,0.3,Premium,D,SI1,62.5,59.0,4.26,4.22,2.65
4449,0.39,Ideal,I,VVS1,62.5,53.1,4.68,4.7,2.93
4450,2.09,Ideal,H,SI2,60.6,57.0,8.3,8.2,5.0
4451,1.04,Good,G,VS2,61.4,65.0,6.53,6.47,3.99
4452,0.9,Ideal,D,SI1,60.7,57.0,6.23,6.16,3.76
4453,0.59,Very Good,E,VS1,60.0,56.0,5.46,5.5,3.29
4454,1.0,Ideal,F,SI2,61.8,57.0,6.36,6.45,3.96
4455,0.56,Premium,E,VS2,61.1,59.0,5.27,5.34,3.24
4456,0.31,Ideal,D,SI1,61.7,57.0,4.34,4.38,2.69
4457,1.0,Ideal,H,SI2,61.4,60.0,6.35,6.41,3.92
4458,1.06,Premium,H,VS1,60.0,58.0,6.65,6.61,3.98
4459,0.51,Ideal,E,VS2,61.9,56.0,5.12,5.16,3.18
4460,1.28,Ideal,G,IF,60.8,57.0,7.02,7.05,4.28
4461,0.38,Ideal,E,VVS2,62.2,56.0,4.65,4.58,2.87
4462,1.51,Ideal,H,SI1,62.7,56.0,7.32,7.38,4.61
4463,0.54,Premium,D,SI1,62.3,60.0,5.18,5.22,3.24
4464,0.31,Ideal,G,IF,61.4,56.0,4.38,4.41,2.7
4465,1.56,Premium,H,VS1,62.0,57.0,7.48,7.43,4.62
4466,0.62,Good,J,SI1,59.9,65.0,5.58,5.5,3.32
4467,0.38,Very Good,H,VS2,62.8,55.0,4.64,4.66,2.92
4468,0.31,Ideal,H,VVS2,61.7,55.8,4.35,4.39,2.69
4469,1.21,Premium,J,VVS1,61.3,59.0,6.81,6.86,4.19
4470,0.91,Very Good,F,SI2,61.2,59.0,6.2,6.22,3.8
4471,1.01,Premium,F,SI2,59.6,59.0,6.59,6.52,3.91
4472,0.32,Ideal,G,VS1,61.6,55.0,4.43,4.5,2.75
4473,0.3,Ideal,I,VS2,62.7,54.0,4.28,4.3,2.69
4474,0.58,Ideal,G,IF,62.1,56.0,5.35,5.37,3.32
4475,0.24,Very Good,F,VVS1,63.5,54.0,3.92,3.96,2.5
4476,0.31,Very Good,G,IF,61.6,55.0,4.38,4.42,2.71
4477,1.21,Premium,G,SI2,58.9,61.0,6.98,6.91,4.09
4478,0.91,Very Good,H,SI2,63.4,57.0,6.1,6.18,3.89
4479,1.08,Ideal,H,VS2,61.9,54.0,6.61,6.64,4.1
4480,1.5,Very Good,E,SI1,59.3,60.0,7.4,7.5,4.42
4481,1.01,Very Good,G,VS2,62.5,59.0,6.34,6.37,3.97
4482,0.42,Premium,G,VS2,60.1,61.0,4.86,4.79,2.9
4483,0.43,Good,F,SI1,63.8,57.0,4.82,4.8,3.07
4484,0.3,Ideal,F,VS2,62.1,55.0,4.31,4.26,2.66
4485,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15
4486,1.13,Premium,F,I1,62.3,56.0,6.69,6.61,4.14
4487,0.38,Very Good,D,VS2,58.8,61.0,4.72,4.77,2.79
4488,0.91,Very Good,F,SI1,62.7,56.0,6.11,6.17,3.85
4489,0.55,Premium,F,VS2,62.2,58.0,5.26,5.22,3.26
4490,1.17,Very Good,G,SI2,61.2,58.0,6.84,6.86,4.19
4491,0.37,Ideal,F,IF,62.0,57.0,4.59,4.62,2.85
4492,0.34,Very Good,E,SI1,59.6,57.0,4.52,4.61,2.72
4493,0.57,Ideal,H,IF,61.0,57.0,5.35,5.38,3.27
4494,0.54,Premium,E,SI1,62.2,58.0,5.26,5.23,3.26
4495,0.51,Ideal,F,VVS2,61.8,56.0,5.13,5.16,3.18
4496,0.3,Premium,E,SI1,62.3,58.0,4.32,4.29,2.68
4497,0.53,Premium,F,SI1,61.4,58.0,5.19,5.17,3.18
4498,0.66,Premium,F,VS1,60.8,58.0,5.67,5.64,3.44
4499,0.58,Ideal,D,VS2,61.2,54.0,5.4,5.42,3.31
4500,0.36,Very Good,H,IF,60.8,57.0,4.58,4.6,2.79
4501,0.41,Good,G,VVS1,63.6,56.0,4.72,4.74,3.01
4502,1.19,Premium,I,SI1,62.2,58.0,6.77,6.73,4.2
4503,0.72,Ideal,H,VVS2,61.7,55.0,5.77,5.8,3.57
4504,0.3,Ideal,E,VVS2,60.8,56.0,4.35,4.37,2.65
4505,0.35,Ideal,E,SI1,61.6,55.0,4.55,4.57,2.81
4506,0.31,Premium,D,SI1,62.0,58.0,4.35,4.3,2.68
4507,0.34,Premium,E,VS2,62.8,58.0,4.45,4.43,2.79
4508,0.32,Premium,F,VVS2,61.8,60.0,4.41,4.36,2.71
4509,1.32,Premium,F,SI1,59.7,60.0,7.11,7.16,4.26
4510,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71
4511,1.0,Ideal,E,SI1,62.3,55.0,6.34,6.41,3.97
4512,1.12,Ideal,G,SI2,62.8,54.0,6.7,6.64,4.19
4513,0.33,Ideal,F,VS2,61.2,54.0,4.49,4.47,2.74
4514,0.92,Premium,E,SI2,62.1,58.0,6.22,6.18,3.85
4515,0.74,Premium,D,VS2,59.3,60.0,5.89,5.91,3.5
4516,0.39,Ideal,G,VVS2,60.6,57.0,4.72,4.75,2.87
4517,0.61,Fair,I,VS2,57.4,60.9,5.6,5.65,3.23
4518,0.3,Ideal,H,SI1,63.0,54.0,4.3,4.27,2.7
4519,0.27,Ideal,G,VVS2,60.8,57.0,4.18,4.2,2.54
4520,0.51,Premium,D,SI1,62.3,61.0,5.11,5.07,3.17
4521,0.35,Ideal,F,VS1,61.4,55.0,4.54,4.58,2.8
4522,0.41,Ideal,G,VS2,62.2,57.0,4.74,4.71,2.94
4523,2.15,Premium,G,SI2,58.9,58.0,8.46,8.41,4.97
4524,0.46,Very Good,E,SI1,59.3,63.0,5.09,5.02,3.0
4525,0.59,Ideal,D,IF,60.9,57.0,5.4,5.43,3.3
4526,1.51,Premium,I,SI1,61.7,60.0,7.31,7.27,4.5
4527,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52
4528,1.58,Ideal,F,SI1,60.2,56.0,7.57,7.64,4.58
4529,0.5,Very Good,I,SI1,62.8,60.0,5.04,5.08,3.18
4530,1.51,Ideal,D,SI1,61.9,57.0,7.35,7.42,4.57
4531,1.02,Premium,G,SI1,61.3,58.0,6.47,6.45,3.96
4532,0.52,Ideal,D,VS2,61.7,56.0,5.18,5.16,3.19
4533,0.28,Ideal,H,VS1,62.3,55.0,4.21,4.24,2.63
4534,0.35,Premium,G,VS1,62.6,56.0,4.52,4.49,2.82
4535,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99
4536,1.16,Very Good,G,VVS2,61.6,58.0,6.67,6.73,4.13
4537,1.73,Very Good,J,VS2,60.9,59.0,7.72,7.76,4.71
4538,0.38,Premium,G,VS2,59.7,62.0,4.68,4.66,2.79
4539,0.96,Good,D,SI1,61.0,61.0,6.29,6.33,3.85
4540,1.0,Good,D,SI1,60.4,64.0,6.39,6.3,3.83
4541,0.56,Ideal,H,VS2,61.3,56.0,5.32,5.27,3.25
4542,0.5,Good,E,SI1,64.0,56.0,5.03,4.97,3.2
4543,0.8,Premium,G,VS1,62.5,58.0,5.9,5.94,3.7
4544,0.32,Good,D,SI1,63.2,54.0,4.36,4.38,2.76
4545,1.23,Very Good,E,VVS2,60.4,62.0,6.88,6.93,4.17
4546,0.31,Premium,F,VS2,61.6,58.0,4.38,4.35,2.69
4547,0.73,Fair,D,SI2,65.5,60.0,5.64,5.54,3.66
4548,1.01,Premium,D,VS1,61.1,61.0,6.46,6.4,3.93
4549,0.34,Premium,I,VS1,59.5,59.0,4.59,4.55,2.72
4550,1.0,Ideal,F,VS2,61.7,54.0,6.42,6.39,3.95
4551,1.21,Premium,E,SI2,61.0,58.0,6.93,6.88,4.21
4552,0.5,Very Good,H,VS1,61.6,57.0,5.11,5.13,3.15
4553,0.3,Good,E,VVS1,57.8,60.0,4.45,4.48,2.58
4554,0.33,Ideal,D,VVS2,61.1,56.0,4.44,4.46,2.72
4555,0.9,Ideal,H,VS1,60.9,56.0,6.25,6.27,3.81
4556,2.18,Ideal,I,SI2,61.4,60.0,8.37,8.31,5.12
4557,0.6,Premium,G,SI1,61.8,60.0,5.38,5.37,3.32
4558,1.75,Premium,H,VS2,61.5,58.0,7.75,7.69,4.75
4559,0.31,Ideal,D,VS2,61.5,56.0,4.37,4.35,2.68
4560,0.82,Premium,H,SI1,59.9,57.0,6.11,6.07,3.65
4561,1.51,Good,G,VS1,63.1,55.0,7.3,7.34,4.62
4562,1.01,Ideal,E,VS2,61.9,57.0,6.43,6.37,3.96
4563,0.36,Ideal,E,VVS2,62.0,54.0,4.56,4.6,2.84
4564,1.22,Premium,I,VS1,61.1,58.0,6.84,6.91,4.2
4565,0.34,Premium,G,VS2,61.2,59.0,4.49,4.43,2.73
4566,0.91,Very Good,G,VS2,62.3,59.0,6.13,6.17,3.83
4567,0.34,Premium,G,VVS2,61.2,59.0,4.5,4.46,2.74
4568,0.33,Premium,D,SI1,60.3,58.0,4.47,4.49,2.7
4569,0.9,Fair,I,VS2,65.4,60.0,6.03,5.96,3.93
4570,0.72,Premium,E,VVS1,62.9,59.0,5.75,5.67,3.59
4571,2.11,Very Good,I,VS2,60.3,60.5,8.22,8.29,4.98
4572,0.27,Very Good,D,VVS2,61.6,59.0,4.15,4.16,2.56
4573,0.26,Premium,H,VVS1,59.8,59.0,4.12,4.17,2.48
4574,1.0,Premium,F,SI1,59.4,62.0,6.55,6.52,3.88
4575,0.44,Premium,I,VVS1,60.8,57.0,4.93,4.88,2.98
4576,0.5,Very Good,D,VS2,63.4,56.0,5.1,5.05,3.22
4577,0.55,Ideal,F,VVS1,62.1,56.0,5.25,5.28,3.27
4578,1.52,Premium,I,SI1,62.8,62.0,7.29,7.23,4.56
4579,1.26,Ideal,J,SI2,62.5,53.0,6.9,6.86,4.3
4580,0.3,Very Good,D,SI2,61.8,58.0,4.29,4.32,2.66
4581,1.6,Ideal,H,VS1,61.4,57.0,7.53,7.59,4.64
4582,0.59,Good,D,SI1,63.7,56.0,5.32,5.35,3.4
4583,1.09,Good,H,VVS2,58.8,61.0,6.72,6.78,3.97
4584,2.02,Ideal,J,SI1,62.7,54.2,8.03,8.08,5.05
4585,0.34,Premium,I,SI1,60.2,59.0,4.52,4.55,2.73
4586,0.33,Ideal,F,VVS1,60.6,59.0,4.45,4.5,2.71
4587,0.25,Very Good,D,VVS2,58.8,59.0,4.11,4.16,2.43
4588,1.2,Ideal,G,VVS2,61.2,56.0,6.92,6.89,4.23
4589,1.01,Ideal,G,VS2,62.7,54.0,6.43,6.47,4.04
4590,0.32,Ideal,D,VVS2,60.9,57.0,4.39,4.45,2.7
4591,0.31,Ideal,G,VS1,61.5,54.0,4.39,4.43,2.71
4592,0.91,Ideal,G,VS1,62.3,55.0,6.17,6.22,3.86
4593,1.1,Premium,E,SI1,60.0,58.0,6.68,6.65,4.05
4594,0.83,Ideal,F,VS2,62.3,56.0,5.99,6.02,3.74
4595,0.4,Very Good,I,SI1,59.8,57.0,4.8,4.83,2.88
4596,1.03,Very Good,G,VS2,62.2,57.0,6.43,6.46,4.01
4597,0.71,Premium,G,SI2,62.4,59.0,5.67,5.61,3.52
4598,0.41,Good,D,SI1,63.8,56.0,4.72,4.68,3.0
4599,0.5,Very Good,G,VVS1,63.3,53.0,5.06,5.09,3.21
4600,0.62,Premium,G,SI1,59.6,58.0,5.63,5.56,3.34
4601,0.32,Ideal,E,VS2,62.0,55.0,4.39,4.41,2.73
4602,1.02,Fair,I,SI2,65.5,57.0,6.19,6.24,4.07
4603,1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57
4604,0.31,Premium,E,SI1,60.1,61.0,4.4,4.35,2.63
4605,1.53,Premium,F,SI2,62.7,60.0,7.28,7.34,4.58
4606,1.0,Fair,H,VVS2,65.1,57.0,6.27,6.23,4.07
4607,1.21,Premium,E,VS1,60.3,58.0,6.95,6.91,4.18
4608,0.31,Good,E,IF,57.7,55.0,4.51,4.6,2.63
4609,1.08,Ideal,H,VS2,60.3,57.0,6.67,6.7,4.03
4610,0.27,Very Good,E,VVS1,59.9,57.0,4.23,4.25,2.54
4611,0.4,Good,E,SI2,63.1,57.0,4.7,4.72,2.97
4612,0.34,Ideal,G,VVS1,62.1,55.0,4.46,4.49,2.78
4613,0.5,Ideal,H,VS1,61.6,58.0,5.08,5.11,3.14
4614,1.01,Very Good,E,SI1,58.6,58.0,6.52,6.58,3.84
4615,0.3,Ideal,G,VVS2,61.5,55.0,4.32,4.3,2.65
4616,0.7,Premium,F,SI1,62.8,59.0,5.66,5.59,3.53
4617,1.04,Ideal,F,SI2,62.4,56.0,6.4,6.48,4.02
4618,0.72,Good,F,SI1,63.4,58.0,5.66,5.69,3.6
4619,0.31,Premium,D,SI1,61.4,58.0,4.39,4.34,2.68
4620,0.71,Ideal,D,SI2,61.3,57.0,5.78,5.71,3.52
4621,0.33,Ideal,I,VVS2,62.4,57.0,4.41,4.44,2.76
4622,0.4,Good,H,VS2,63.1,62.0,4.75,4.66,2.97
